cya	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/cya_CYAAVV.api.txt
wbp	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/wbp_wbp.ebible.txt
kmg	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/kmg_kmg.png.txt
wer	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/wer_wer.png.txt
kmu	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/kmu_kmu.png.txt
lbk	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/lbk-x-bible.txt
bqp	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/bqp_BQPSIM.cloud.txt
pol	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/pol_polsz.ebible.txt
mcf	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mcf_MCFWBT.cloud.txt
yut	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/yut-x-bible.txt
fuh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/fuh_FUHSIM.api.txt
khs	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/khs_khs.ebible.txt
hau	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/hau_hausa.ebible.txt
yle	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/yle_YLETBL.cloud.txt
yss	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/yss_yss-yamano.png.txt
caf	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/caf_CAFWBT.cloud.txt
gqr	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/gqr-x-bible.txt
emi	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/emi_emi.png.txt
cuc	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/cuc_CUCTBL.api.txt
mee	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mee_MEETBL.api.txt
bdd	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/bdd_BDDPNG.cloud.txt
arz	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/arz-x-bible.txt
knf	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/knf-x-bible.txt
ngp	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/ngp_1043.biblecom.txt
aer	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/aer_1746.biblecom.txt
daa	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/daa_DAAWYI.api.txt
otq	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/otq_OTQTBL.api.txt
cym	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/cym-x-bible-salesbury.txt
maj	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/maj_MAJBTT.cloud.txt
ctu	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/ctu_859.biblecom.txt
quh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/quh-x-bible-1993.txt
tmd	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/tmd_tmd.ebible.txt
otn	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/otn_OTNWBT.cloud.txt
ita	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/ita-x-bible-2009.txt
tzo	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/tzo_TZOSAN.cloud.txt
zaw	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/zaw_ZAWMVR.api.txt
akh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/akh_akh.png.txt
dah	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/dah_dah.png.txt
ixl	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/ixl_IXIWBT.api.txt
bqc	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/bqc-x-bible.txt
lac	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/lac_LACTBL.api.txt
kje	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/kje-x-bible.txt
gun	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/gun_GUNWBT.api.txt
ron	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/ron-x-bible-cornilescu.txt
hrv	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/hrv_hrv.ebible.txt
yuw	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/yuw_yuw.png.txt
meu	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/meu_meu.png.txt
kdl	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/kdl_KDLWBT.cloud.txt
boa	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/boa-x-bible.txt
guo	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/guo-x-bible.txt
mqj	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mqj_MQJWBT.cloud.txt
rwo	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/rwo_RWOKAR.cloud.txt
nya	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/nya_1618.biblecom.txt
chz	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/chz_CHZWBT.api.txt
cpu	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/cpu_CPUWBT.cloud.txt
azb	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/azb_azb.ebible.txt
bnp	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/bnp_bnp.png.txt
kbm	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/kbm_kbm.png.txt
mpx	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mpx_mpx.png.txt
suk	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/suk_SUKTBL.api.txt
smk	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/smk_SMKWBT.cloud.txt
chk	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/chk-x-bible.txt
asm	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/asm_1882.biblecom.txt
cha	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/cha-x-bible-1908.txt
qxh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/qxh_QXHWBT.api.txt
caa	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/caa_CAAWBT.api.txt
swh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/swh_swhulb.ebible.txt
aai	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/aai_aai.png.txt
zar	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/zar_ZARTBL.api.txt
fue	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/fue_FUESIM.api.txt
zac	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/zac_ZACSIM.cloud.txt
gub	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/gub-x-bible.txt
sxb	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/sxb_SXBWBT.cloud.txt
mlh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mlh_MLHPNG.cloud.txt
ese	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/ese_ESEWBT.cloud.txt
azg	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/azg_AZGTBL.api.txt
myk	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/myk_MYKWBT.api.txt
wed	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/wed_wed.png.txt
als	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/als_ALSSHQ.cloud.txt
nhw	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/nhw_NHWTBL.api.txt
mwp	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mwp_1399.biblecom.txt
nog	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/nog-x-bible.txt
crx	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/crx-x-bible.txt
aby	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/aby_aby.png.txt
wrk	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/wrk_wrk.ebible.txt
eng	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/eng-x-bible-kingjames.txt
bmh	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/bmh_bmh.png.txt
bvr	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/bvr_bvr.ebible.txt
sus	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/sus_susa.ebible.txt
rmc	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/rmc_rmc.ebible.txt
mbc	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/mbc_MBCWBT.cloud.txt
hop	/mounts/Users/student/yehao/public_html/data/Taxi1500-c_v2.0/hop-x-bible.txt
