62003016	Faith	Ju Cristo quintamasunitan ju istavasalanti amapaininti acsni isʼakstu makʼaxtaklh ju isʼatsucunti ju quilacataʼan. Pus vachuʼ ju quijnanʼan tasqʼuini ni camakʼaxtakputuch ju quiʼatsucuntiʼan laʼixlacataʼan ju aliʼin ju vachuʼ talhilacaʼanta ju Cristo.
43013001	Grace	Tucaʼ cʼatan ixjun. Ju anuʼ cʼatan acsni ixpupastaccan ju anuʼ atatsʼisni acsni tatakʼalhtaxtulh laʼixʼanintiʼan ju xalackʼajin istsʼalan ju makʼaniya israelitanin. Pus ju Jesús cʼatsalh ni chintach ju ixʼavilhchan ni camaconach ju ani lacamunutpaʼ. Canach lactʼiyan junta vi ju ixpai. Pus ju yuchi aktsʼiya ixʼamapainich ju ixlapanacni acsni ixʼalactʼavi ju ani lacamunutpaʼ. Para ju chavai ni caʼanach pus amasunilh ni vasalh na amapaini.
58003017	Sin	Apʼastʼactʼit ni yuʼunch ju na taʼalactuʼunulh chai ixlhiyuchi atʼalhkʼamnilh ju Dios tʼupʼuxam cʼata. Chai ni na taʼalactuʼunulh pus yuchi lhipʼuchʼitama ixlacatunaʼan junta aseknicʼa ixjunita.
60001014	Recommendation	Chai ni isʼaskʼatʼan Dios untʼatʼit pus aqʼuiclacʼaʼitʼit. Jantu anavichʼokʼotʼit ju macxcai tachi ju ixkʼachʼaniyatʼit makʼanchich acsni tucaʼ ixmachʼakxayatʼit ju ixchivinti Dios.
45011032	Grace	Ju Dios aʼulanikʼota ixʼalactuʼuntiʼan tachi chun ju lapanacni. Ju chunch lai caʼaktaijuyaʼ ixchuxʼan va lacaʼamapaininti.
66006006	Description	Chai ickʼasmatlh lakatam chivinti tachi ju va anch ixminacha junta ixtayananchalh ju pumatʼatʼi atapacxat. Chai chani ixnajun: ―Ju tam kilo ju trigo lhistʼacan tachi ju lhajacan tamin avilhchan lacalhichʼalhcat. Chai lakatʼutu kilo ju cebada lhistʼacan tachi ju lhajacan tam avilhchan lacalhichʼalhcat. Para jantu catilhitapalalh ju aceite nin yuchi ju vino. ―Chunch ju naulh ju xachivinin.
59004010	Recommendation	Atʼalacʼatʼicstʼitʼit laʼixmacni ju quiʼucxtinʼan Dios chai ju yuchi catalakʼayayan ju lactʼiyan.
44017031	Grace	Ni lhcaʼulata ju yuchi ju avilhchan acsni sok calaktsʼintanuyach tachi chun ju lapanacni pus yuchi lhinajun ju Dios ni catamacaulh ju ixʼalactuʼuntiʼan. Chai ju yuchi sacxtutach pumatam ju canonaʼ tichi chavaich ju catakʼalhtaxtuyaʼ chai tichi chavaich ju camamakʼalhkʼajnicanaʼ. Chai apumavasalanilh tachi chun ju lapanacni ni chunch ju catapasayaʼ ni macxtuchokolh ju anuʼ lapanac junta ixmacnucanta. ―Chunch ju ajuni ju lapanacni ju Pablo.
43019002	Description	Ju ixtaropajni ju gobernador tanavinilh ixcorona ju Jesús si alhtucunuʼ. Chai tamalacpatanulhch. Chai tamalakchʼinilhch smumu pumpuʼ tachi ixtalakchʼi ju xalackʼajin ucxtinin.
54005014	Recommendation	Pus ni chunch ju talai ju va atsiʼincaʼ ju animacontilacanta pus yuchi iclhinajun ni chach aʼicalh. Chach taʼalilh ju isʼaskʼatʼaʼan chai chach kʼox talhistaclh ju laʼixchakaʼan. Ju chunch jantu tuʼuʼ catiʼalilh ju laich aquintapulhichivinin ju jantucaʼ talhilacaʼanta ju Cristo.
43014011	Faith	Alacʼaʼitʼitch ni va lakatamch Dios ictʼajunita ju quimpai. U ni jantu lai pʼulacʼaʼiyatʼit ju va quinchivinti pus aquilapulhilacaʼauch ju tuchi icnavita.
