62003016	Faith	Kiristu nimyhyrinymyryky tyharape pokzitsikinahaktsa. Atahi mysapyzeky nihyrikosokda. Mysapyzeky niyzik. Katsa kino niwatihiktsa tsimaha! Aty usta Sesus tukta pibeze tsihikik zeka katsa ipe tsimaha: — O isapyzeky tsimoziknaha ipokzi tsimyhyrikosodanaha — tsimaha. Iwa Kiristu nimypehaka.
43013001	Grace	Byriri Paskoa maha taeze myikaha nakymy. Sesus zinymyrykynahatsa tuk tadisahaka. Sesus sihumo tsimypokzitsiarẽta. Abahi mohyrikosokda naha humo tsihyrinymyrẽta. Tazo bo piksizo ana humo hi tsihyrinymyrẽta. Iwatahi tahadisahakanahaze hawa sihumo tsimypokzitsiarẽta mysiwatawyky. Sihumo tsimypokzitsiarẽta nikara.
58003017	Sin	Asaktsa jerukbara buruk niukurunaha. Isapybara ty nikaranaha ana humo hi Deus takyriki, iwatsahi jerukbara buruk niukurunaha. Kuarẽta nityktseheze ziharamuze. Anaeze sizubarẽtsa niakbanaha.
60001014	Recommendation	Tapara ahaspirikpobyize ahasopyksapybyitsa ziknakaranaha. Abaka mahani. Deus harere bo hyỹ tsimykaranaha ana humo hi tsinymyrykynaha. Amy ty wasani tsimynakaranahaktsa!
45011032	Grace	Sudeutsa Sudeutsabyitsa kino niwatihi Deus okzeka sizubarẽtsa iharere bo batu hỹ zikaha. Iwahatuze Deus sizubarẽtsa humo tsimypokzitsiarẽta, Sudeutsa Sudeutsabyitsa humo kino niwatihi, nawatsa tu myzubahatsa humo tsimypokzitsiarẽta mopykyryk.
66006006	Description	Siraratsa sapetoktsa sapetoktsa nawa situk maku iaksoho wata iwaby. Atahi: — Estuba mypaik suk zibykykzo tsipokzitsarẽna estuba zuruze tarabaja nikara anahumo zihuak. Harakykbyihi ahostsa suk zebykykzo tsipokzitsarẽna estuba zuruze tarabaja nikara anahumo zihuak. Ituta usaka ba ziktakyky! Duabohotsa tsik kino niwatihi usaka ba ziktakyky! Ihuak ty jokbohohamo humo zuba tsikaeni aty zuba zikzihuakak! — niy.
59004010	Recommendation	Deus pe tsimaha: — O katsa mybo tymytsumuẽhĩkta tsimaha. Ikia zuba tsahyrinymyrẽta katsa batu myku katsa mysapybyri humo iwatahi tymytsumuẽhĩ — tsimaha. Iwaze Deus ahahumo yhỹ mykara. Atahi pahatsumuẽhĩ hỹ.
44017031	Grace	Deus nawa puruze ziwatawy iwaze myzubatsa ibo tsinamykahabanaha Deus Sesus ziwatawy. Nawa puruze Sesus myzubahatsa soho motsaso. Atahi asaktsa simysapyrẽtsa my. Asaktsa batu simysapy maha. Iwa Sesus mysoho motsaso. Deus Sesus ziwatawy iwatahi hawa ty wasani ha humo tsihyrinymyrẽta niy. Deus Sesus zihyrizikpowy. Ana humo hi niyze myzubatsa bo Sesus ziwatawy. Sesus nihyrizikosokda kyze Deus zihyrizikpowyze atahi ziwatawy — niy. Iwa Pauro Atenas ezektsa bo Sesus soho nitsasoko.
43019002	Description	Iwaze sodadutsa inisaha ty zitsorikeknaha. Zikymy nahaze iharek humo pu niaha. Iwa nikaranaha. Ispehatsa mekywa tu sitsorik Sesus zimyijakanaha. Isuk tsahirita ty zuba korobyk ispehatsa hyritywata nikaranaha.
54005014	Recommendation	Iwazahi tahapytsazonaha maha. Sitsaikbabyiza tu tahapytsazonaha zeka jokboha mytsaty mykaranaha. Tahabykyhynahaze. Tahabykyhytsa mysipupuruknahaze mysipokzitsinaha. Iwaze kytsa asahi Sesus tuktsa batu siakparawy sisoho batu siharerewabymybara. Mysukyrytsitsa haramukukaka soho batu siharerewabymybara.
43014011	Faith	Uta kazo wata. Harapewatsatu tsimaha. Kaharere bo tsikaeni zuba yhỹ tsimaha zeka iwaze kazikwy humo tsimyspirikpotohinaha — niy.
66020014	Violence	Iwaze Deus ihyrikosokdawy pihikzotsabyri bo zioktsokik. Niakbanahatsa sapy ziperykynaha kino niwatihi anaeze nisipaparahik. Anaeze isty tu nikara, tahawahi nikorokonaha. Anaeze niakbanahatsa simysapybyitsaktsa mybarazonaha.
58009026	Description	Ziknapamykysokonahatsa wa horokba ziknakaranahatsa tu nihyrikosokdaikiknaha. Mybarawy nizuknize sinini mynakara batu iwa hỹ. Estuba zuba nihyrikosokda ba zikyrikosokdazo. Mybarawy epykbyize Kiristu wytyk bo inasikze nihyrikosokda iwatahi izumu imysapybara zimoewyba.
44013018	Description	Anaeze kuarẽta anos eze paikpa ziknakaranaha. Deus sihumo tsimypokzitsiukrẽta.
46011033	Recommendation	Iwaze katukytsa tsinakypyknahaze, Sesus Kiristu hyrikosokdawy humo mytsaty tsimykaranaha tyharape perykynahaktsa. Sizubarẽtsa mynauzuzuknahaze iwaze tsikadisahanaha my.
66006012	Violence	Iwaze atahi atakta kytsa zibezenahata hozipyrykza tsibik usta iokpyrikihiha iharapepewy niakbabaribaik. Ustsa tsyhyry humo iziakyri zuba iokpyrikihiha niakbabari. Ana niakbarize wytyk nitydydydykyk tu. Haramwe miwa niyzik panu nioktsirõrõ nahawa. Byzoje ispu ty iokperirihitawa niy.
58011035	Violence	Aba wytykyryk soho bo mytsaty my. Asiza hi Deus harere bo ziknakaranaha ihumo sispirikporẽza iwazahi sihyrytsa botu niakbanahatsa tu Deus nasihyrizikpowy tahajeza bo tu ziksizonaha. Usiza sakyriukrẽnikitsa nisimyitsapyriwykynahaze sinini nikaranahatsa nihyrikosokdanaha humo. Sakyriukrẽnikitsa ispe: — Deus harere bo yhỹ ahabyi zeka ihumo ahaspirikpobyihu ja iwatsahi ba zikamyitsapyrizonaha — niaha. Anahi batu siwabytoktoho. Myhyrikosokdanaha humo batu sipyby. Asiza tihi: — Batu. Tsimyhyrikosokdanaha zeka, bykyzehu Deus mymyhyrizikpowyzo, iwaze mywahi ituk tsimynapykyryknaha hỹ — iwa mytsaty ziknakaranaha. Iwaze kytsa nisibanaha.
44016037	Violence	Pauro siharere bo batu hỹ niy. Iwatahi sodadutsa pe niy: — Katsaktsa Homa hudikhudikwy ezektsa ty zuba nawa sa ahasopyk. Ikiahatsa kytsa okze tsikmykikinaha. Tapara kytsa harerewabytsa bo batu mytyoktyhyryk. Hawa tsikykaranaha batu ahahyrinymyry. Sakyriukanikitsa hurukwy eze tsiknamykyrikinaha. Abaka katsaktsa sipapatu tsipiksikyzykynaha. Kytsa papatu tsipiksikyzykynaha zeka batu wasani tsimaha. Asatu katsa zimyoktyhyryknaha. Kytsa okeryk mymyoktyhyryknaha — niy. Iwatsahi sodadutsa Pauro harere humo ziksizonaha.
45013009	Recommendation	Deus harere isopyk tihi: — Mektsa okeza ba ziksipyriryknaha. Ba zibezenaha. Usta namy ty hyryk hyryk byitaha. Harape namy bo ka iktsa zubataha — niy. Iwaze ipehawy tihi: — Aotutsa pauktsitsa humo tynasipokzitsikinahaktsa ahumo tsinakara nahawa tihi tysipokzitsiki — niy. Ana humo kino yhỹ tsimaha zeka taparaktsa harere niwatihi yhỹ tsimykaranaha.
62003003	Faith	Katsaktsa Kiristu wata tsimoziknaha ana humo hi mytsatytahaktsa. Iwatsahi tahasapywykynaha iwaze Kiristu wata tsimaha. Kiristu imysapyrẽnikita, batu amy tohi. Katsa mysopyksapybyitsa tu tsimykaranaha zeka ihumo batu mykparawy.
45007022	Faith	Uta hiba Deus harere humo kakurẽta mynapykyryk.
50004004	Recommendation	— O katukytsa Sesus tuk tsinapykyryknahaze ahaku tsiwabykynaha! Ahape myzo. Ahaku tsiwabykyzonaha! — my.
66001012	Description	Kyze kasukpe bo iktsa iky, aty ja kape niy tawy iktsa iky. Iwaze sete rika wakatsa bo iktsa iky. Rikatsa suk ouro niy.
58003018	Sin	Asa kino Deus harere bo batu hỹ ziknakaranaha. Iwatahi Deus hi: — Iziuha botu nikymy ba zikapykyryknaha — niy. Iwa hỹ niy.
43010008	Sin	Hozipyrykzatsa tahatsihitsa byitsa yksoho humo batu sihyrinymyry. Katuktsa niwatihi. Asaktsa zispihikbatakanahatsitsa humo batu sispirikpo. Tapara kaharaze izumukunahatsa wasanibara ty nisihyrinymyrykynaha. Iwatsahi batu siwabyziuhu.
60002018	Recommendation	Kyze O Sesus tuktsa ahatsihitsa harere bo yhỹ tsimykaranaha. Ahatsihitsa ahabo wasani mykaranaha zeka siharere bo yhỹ tsimykaranaha. Ahatsihitsa ahabo wasani ahabyizeka niwatihi siharere bo hyỹ tsimykaranaha. Ahatsihitsa simysapyrẽtsa harere bo yhỹ tsimykaranaha. Sisakimyijanikita zeka kino niwatihi siharere bo yhỹ tsimykaranaha.
44006013	Description	— Atakta Deus wahoro zubata soho zisapybyrikik. Moises harere niwatihi zisapybyrikik — mybarapetu nikaranaha.
